Selected	Gene Symbol	SPOT	Profile	4	8	16	32	48
	AGRN	ID_370	12	0.00	-203.38	6.86	-96.49	46.24
	AGRP	ID_371	37	0.00	1.58	0.89	0.67	-0.69
	AGT	ID_372	11	0.00	-4,096.26	-7,914.12	5,759.95	-3,075.90
	AGTPBP1	ID_373	40	0.00	59.99	96.12	41.41	36.52
	AGTR1A	ID_374	1	0.00	-666.05	-1,025.19	-494.41	-560.58
	AGTRAP	ID_375	5	0.00	-88.90	-70.95	9.75	19.80
	AGXT	ID_376	10	0.00	-1,303.26	-2,017.54	-1,292.31	-916.43
	AGXT2	ID_377	33	0.00	612.45	298.10	-36.74	1,167.25
	AHCTF1	ID_378	26	0.00	-15.61	-207.20	308.50	-564.30
	AHCY	ID_379	20	0.00	-4,089.90	-15,633.87	8,297.49	-10,640.22
	AHCYL1	ID_380	11	0.00	-196.77	-297.06	137.78	-189.49
